Platform,Post_Type,Post_Content,Post_Timestamp,Likes,Comments,Shares,Impressions,Reach,Engagement_Rate,Audience_Age,Audience_Gender,Audience_Location,Sentiment,Post_Day,Content_Length
LinkedIn,Video,Social natural be dog.,2023-11-28 11:57:58,490,54,33,5539,2686,21.48,64,Female,Swaziland,Negative,Tuesday,22
Instagram,Link,Physical accept support become child any.,2023-11-28 11:47:27,890,315,3,8214,2570,47.0,34,Female,Comoros,Positive,Tuesday,41
LinkedIn,Image,Green such camera money much responsibility responsibility.,2023-11-28 07:39:55,21,183,155,8893,3150,11.4,52,Male,Philippines,Positive,Tuesday,59
Facebook,Link,Economy police seek their.,2023-11-28 07:39:08,297,433,33,7239,4057,18.81,37,Female,Netherlands Antilles,Positive,Tuesday,26
Instagram,Video,City top grow serve assume.,2023-11-28 07:24:41,432,121,52,3321,3579,16.9,61,Other,Yemen,Neutral,Tuesday,27
Instagram,Link,Spring stop single much.,2023-11-28 07:06:57,532,350,113,8661,1186,83.9,60,Other,Afghanistan,Neutral,Tuesday,24
Twitter,Link,Use Democrat indeed discussion hotel.,2023-11-28 06:56:28,283,350,80,6489,2718,26.23,40,Male,Saint Vincent and the Grenadines,Neutral,Tuesday,37
Instagram,Video,Subject suffer them third raise minute both.,2023-11-28 06:54:01,682,326,74,3378,2733,39.59,52,Female,Ecuador,Negative,Tuesday,44
Twitter,Link,Simply us late hot end.,2023-11-28 06:44:29,233,201,18,7523,1480,30.54,44,Male,Honduras,Neutral,Tuesday,23
LinkedIn,Image,Beat discuss style example despite market.,2023-11-28 04:52:11,942,69,34,1262,2385,43.82,31,Female,Sierra Leone,Neutral,Tuesday,42
Twitter,Image,Other rest inside employee suddenly case language.,2023-11-28 04:34:50,386,162,85,4803,1599,39.59,18,Other,Bahrain,Neutral,Tuesday,50
Twitter,Link,Church drive something because seven woman subject.,2023-11-28 02:51:23,859,209,26,6691,3769,29.03,33,Male,Hong Kong,Neutral,Tuesday,51
Twitter,Video,Animal although hundred itself child study work church.,2023-11-28 02:50:43,65,282,76,6651,1376,30.74,58,Male,Luxembourg,Negative,Tuesday,55
Instagram,Video,Our work cold.,2023-11-28 02:30:47,84,500,165,1633,3445,21.74,39,Male,Aruba,Negative,Tuesday,14
LinkedIn,Image,Key opportunity security tax itself technology.,2023-11-28 01:51:14,408,381,176,9388,1441,66.97,42,Male,Malta,Negative,Tuesday,47
Facebook,Link,Near action yard type type.,2023-11-28 01:32:11,996,118,138,6121,3431,36.49,61,Male,Dominican Republic,Negative,Tuesday,27
Facebook,Image,Wide perhaps popular whose stay step since through.,2023-11-28 00:48:29,355,13,87,3549,998,45.59,48,Female,Thailand,Negative,Tuesday,51
Facebook,Image,Another just lose responsibility.,2023-11-27 23:33:21,961,145,62,9132,1394,83.79,60,Male,Lebanon,Negative,Monday,33
Twitter,Video,Wish near thank small career environment.,2023-11-27 23:27:09,372,215,14,6777,3322,18.09,44,Other,Lesotho,Neutral,Monday,41
Instagram,Video,Measure focus fact agent.,2023-11-27 23:19:47,268,445,22,9116,1893,38.83,36,Other,Belize,Negative,Monday,25
Instagram,Image,Success participant rich north.,2023-11-27 23:11:56,26,474,149,4015,1368,47.44,62,Other,Denmark,Neutral,Monday,31
Twitter,Video,Want environmental anything wall control to star.,2023-11-27 22:38:38,759,253,150,6972,4752,24.45,44,Other,American Samoa,Neutral,Monday,49
LinkedIn,Link,Final collection body represent left place unit morning.,2023-11-27 22:22:00,286,280,19,7069,3672,15.93,32,Female,Yemen,Positive,Monday,56
LinkedIn,Link,Avoid contain address never activity.,2023-11-27 21:49:59,828,269,11,4215,3667,30.22,63,Female,Uruguay,Positive,Monday,37
Facebook,Image,Can gas social couple strong foreign senior.,2023-11-27 20:26:58,384,426,58,9171,1440,60.28,43,Male,Serbia,Positive,Monday,44
Facebook,Video,Once born expect eight.,2023-11-27 19:47:51,599,124,174,4334,1257,71.36,31,Female,Australia,Neutral,Monday,23
Twitter,Image,By perhaps court behind remain difference past.,2023-11-27 19:43:07,359,464,146,4136,1772,54.68,30,Male,Saint Pierre and Miquelon,Neutral,Monday,47
LinkedIn,Link,Power tend oil million bit almost performance.,2023-11-27 19:18:50,500,424,25,7309,1616,58.73,27,Female,Central African Republic,Neutral,Monday,46
LinkedIn,Image,Whose sit item get trip gas much.,2023-11-27 18:53:30,510,68,62,5270,3143,20.36,54,Other,Svalbard & Jan Mayen Islands,Negative,Monday,33
Instagram,Image,Student often song she lead month scene.,2023-11-27 18:43:55,58,323,198,8075,4027,14.38,43,Female,Turkey,Neutral,Monday,40
Facebook,Link,Cup agent because another more final.,2023-11-27 17:23:28,47,437,193,3023,2650,25.55,41,Male,Monaco,Positive,Monday,37
LinkedIn,Video,Treat large charge meet father economic.,2023-11-27 16:58:00,440,362,72,6358,2491,35.09,25,Male,Uganda,Positive,Monday,40
Twitter,Image,Movement raise never.,2023-11-27 16:06:25,103,473,15,7713,3175,18.61,18,Other,Guatemala,Positive,Monday,21
LinkedIn,Image,But between media source.,2023-11-27 15:13:03,488,34,80,3107,3080,19.55,40,Other,Guyana,Neutral,Monday,25
Twitter,Image,Discuss star new share suddenly around.,2023-11-27 14:45:56,901,466,193,5030,3981,39.19,63,Other,Slovakia (Slovak Republic),Positive,Monday,39
LinkedIn,Link,Music course pretty big outside scientist dark.,2023-11-27 14:09:46,130,2,139,5172,3591,7.55,63,Female,Guinea-Bissau,Negative,Monday,47
Instagram,Link,Today live season around.,2023-11-27 14:00:02,261,339,120,3688,3489,20.64,54,Male,Chile,Neutral,Monday,25
Facebook,Link,Goal drug almost bar middle method chair.,2023-11-27 13:41:31,532,6,192,4665,1703,42.87,31,Other,Uruguay,Neutral,Monday,41
Instagram,Image,More degree team.,2023-11-27 13:17:08,651,65,17,5005,3054,24.0,35,Male,Hungary,Neutral,Monday,17
LinkedIn,Image,No recently enter cut.,2023-11-27 12:20:51,475,0,35,8467,1497,34.07,58,Other,Georgia,Negative,Monday,22
Facebook,Image,Side education within central age after.,2023-11-27 12:01:42,559,489,197,5170,4872,25.55,22,Female,Guinea-Bissau,Positive,Monday,40
LinkedIn,Image,Either new prove before example reflect show election.,2023-11-27 11:36:27,63,222,150,8381,552,78.8,59,Other,Venezuela,Positive,Monday,54
Instagram,Link,Service drug already prevent risk word trial.,2023-11-27 11:07:00,810,18,162,8578,4242,23.34,54,Male,Kazakhstan,Positive,Monday,45
Instagram,Link,Offer because wall nation exactly low city city.,2023-11-27 09:53:06,662,26,7,2975,2374,29.28,33,Female,United Kingdom,Neutral,Monday,48
LinkedIn,Link,Edge hour among six who whom.,2023-11-27 09:30:14,835,269,85,8106,4600,25.85,35,Other,Macao,Neutral,Monday,29
Facebook,Link,Action national compare entire response.,2023-11-27 09:19:33,776,177,69,5421,1646,62.09,25,Other,Namibia,Negative,Monday,40
Facebook,Image,Organization easy season around.,2023-11-27 09:09:25,284,398,170,5095,2030,41.97,26,Female,Congo,Positive,Monday,32
Instagram,Link,Follow national tree language western pay find.,2023-11-27 09:05:35,502,126,193,5649,2128,38.58,32,Other,Comoros,Positive,Monday,47
Twitter,Image,Network focus better many option.,2023-11-27 09:02:14,146,225,106,4569,3441,13.86,46,Male,Morocco,Neutral,Monday,33
Twitter,Image,Suffer fast central tonight.,2023-11-27 08:25:01,676,471,77,7738,2572,47.59,48,Female,Falkland Islands (Malvinas),Positive,Monday,28
Facebook,Video,Reveal budget position both institution first deep.,2023-11-27 08:21:38,433,218,123,5847,941,82.25,53,Other,Qatar,Negative,Monday,51
Twitter,Video,Smile arm report.,2023-11-27 08:09:18,817,214,200,5476,3478,35.39,39,Male,Guinea-Bissau,Neutral,Monday,17
Facebook,Image,Goal stock traditional this.,2023-11-27 07:18:23,268,495,45,8643,3555,22.73,25,Female,Montserrat,Neutral,Monday,28
LinkedIn,Link,Sound opportunity among point.,2023-11-27 06:17:27,128,200,95,9655,4803,8.81,22,Female,Syrian Arab Republic,Neutral,Monday,30
Twitter,Video,Truth bad early look.,2023-11-27 05:59:16,32,19,142,5953,648,29.78,24,Female,Martinique,Neutral,Monday,21
LinkedIn,Video,Important attack save specific avoid.,2023-11-27 05:47:04,115,363,108,2321,2939,19.94,26,Other,Antigua and Barbuda,Positive,Monday,37
Facebook,Image,Fire huge majority newspaper realize deep while social.,2023-11-27 04:35:49,15,109,97,2289,4012,5.51,48,Male,Belgium,Neutral,Monday,55
LinkedIn,Video,Baby coach threat event financial face among.,2023-11-27 03:23:34,476,148,81,8254,3204,22.0,54,Other,Greenland,Positive,Monday,45
LinkedIn,Video,Front above network whole even nor.,2023-11-27 02:23:01,768,324,98,1125,3624,32.84,35,Male,Indonesia,Positive,Monday,35
Instagram,Image,Consider statement scene join heavy its rather.,2023-11-27 01:10:12,503,143,44,9176,1389,49.68,34,Other,United States of America,Positive,Monday,47
Twitter,Link,With pass according half party understand discuss.,2023-11-27 00:07:06,736,63,122,6423,1108,83.12,35,Male,French Guiana,Positive,Monday,50
Twitter,Video,Later could environmental soldier walk.,2023-11-26 22:57:12,593,202,45,3956,2016,41.67,24,Male,Pakistan,Negative,Sunday,39
Instagram,Image,Describe hope if beyond.,2023-11-26 22:52:56,684,458,185,1732,2672,49.66,21,Female,Morocco,Neutral,Sunday,24
Facebook,Video,Themselves more Mr health attention.,2023-11-26 22:36:25,435,182,19,4495,2346,27.11,41,Female,Tonga,Positive,Sunday,36
Instagram,Video,Economy hope go main.,2023-11-26 22:32:42,397,65,11,5524,1264,37.42,60,Female,Afghanistan,Positive,Sunday,21
Twitter,Link,Hundred on fill too.,2023-11-26 21:07:08,749,115,174,9804,2410,43.07,18,Male,Liechtenstein,Neutral,Sunday,20
Twitter,Image,Product seem skill story.,2023-11-26 20:40:27,498,78,16,7807,1671,35.43,29,Other,Cote d'Ivoire,Negative,Sunday,25
Facebook,Image,Training this side walk.,2023-11-26 20:12:15,783,362,165,7547,2676,48.95,19,Male,Zambia,Neutral,Sunday,24
Facebook,Link,Cut director room back myself traditional.,2023-11-26 20:11:40,732,384,42,4518,2822,41.03,30,Female,Svalbard & Jan Mayen Islands,Positive,Sunday,42
Twitter,Video,Section side since lot form support.,2023-11-26 19:30:46,149,32,14,4214,846,23.05,33,Male,Kuwait,Negative,Sunday,36
Instagram,Video,Environmental how even parent put science.,2023-11-26 19:18:49,360,106,73,1868,1620,33.27,49,Male,Tanzania,Neutral,Sunday,42
Twitter,Link,Instead style board design serious position month.,2023-11-26 19:17:16,263,284,98,3645,1522,42.38,46,Other,Afghanistan,Positive,Sunday,50
LinkedIn,Image,End around decision improve never.,2023-11-26 18:49:45,642,375,89,2862,4949,22.35,24,Male,French Polynesia,Positive,Sunday,34
Instagram,Image,Education else organization.,2023-11-26 18:42:51,148,139,20,7839,3889,7.89,47,Other,Martinique,Positive,Sunday,28
Instagram,Video,Bring resource already before deep fish catch.,2023-11-26 18:40:25,383,60,77,9575,2974,17.48,18,Male,Lebanon,Positive,Sunday,46
Instagram,Link,Drug popular each student though resource.,2023-11-26 18:05:15,733,161,198,2056,2545,42.91,36,Female,Montenegro,Negative,Sunday,42
Facebook,Link,I star person life year policy tend.,2023-11-26 17:46:48,41,414,52,9477,1997,25.39,39,Female,Greece,Positive,Sunday,36
Facebook,Image,Author market itself administration.,2023-11-26 17:29:11,527,268,191,9402,1785,55.24,27,Male,Bulgaria,Positive,Sunday,36
Instagram,Image,Beat degree experience child news hit investment.,2023-11-26 17:14:59,158,376,79,9544,4717,13.0,60,Other,Vietnam,Neutral,Sunday,49
Instagram,Link,Who fish woman.,2023-11-26 17:12:10,64,173,6,4617,4390,5.54,52,Male,Bahamas,Positive,Sunday,15
LinkedIn,Video,Bank car certainly activity.,2023-11-26 17:06:19,369,332,70,7685,1720,44.83,18,Female,Belgium,Negative,Sunday,28
Twitter,Link,Exactly land natural should threat size manage myself.,2023-11-26 16:53:44,117,25,132,3421,4878,5.62,18,Female,United Kingdom,Neutral,Sunday,54
Instagram,Video,Table choice college big.,2023-11-26 15:55:09,784,317,102,9465,2968,40.53,46,Other,Chad,Negative,Sunday,25
Instagram,Image,Beat rich people material inside capital born.,2023-11-26 15:44:49,530,44,37,4279,2119,28.83,54,Female,Qatar,Neutral,Sunday,46
Twitter,Link,Boy represent each anyone election subject plan any.,2023-11-26 15:16:49,807,255,100,6788,4784,24.29,34,Male,Mali,Neutral,Sunday,52
Facebook,Image,These tough themselves American continue best brother.,2023-11-26 14:37:35,545,406,45,7954,1930,51.61,33,Male,Maldives,Neutral,Sunday,54
Instagram,Image,Matter alone thank hundred film hair although.,2023-11-26 14:25:39,733,297,199,7171,2175,56.51,22,Female,Papua New Guinea,Neutral,Sunday,46
Instagram,Video,Feeling cultural threat tough series.,2023-11-26 14:05:01,418,185,156,5930,4961,15.3,46,Female,Guyana,Neutral,Sunday,37
Twitter,Link,Also floor may old carry.,2023-11-26 13:22:32,382,253,180,7817,3705,22.0,49,Other,Iceland,Negative,Sunday,25
LinkedIn,Image,Democrat condition leave.,2023-11-26 10:46:55,780,486,157,1056,3205,44.4,55,Male,Turks and Caicos Islands,Neutral,Sunday,25
Facebook,Video,Them sea table away.,2023-11-26 10:17:21,851,18,151,3335,2502,40.77,25,Male,United States of America,Positive,Sunday,20
Instagram,Link,Understand enter commercial marriage official.,2023-11-26 10:11:46,253,122,141,4821,1076,47.96,37,Male,South Georgia and the South Sandwich Islands,Neutral,Sunday,46
Instagram,Image,Task girl why again happen such.,2023-11-26 08:42:55,794,321,12,9057,2026,55.63,24,Other,Denmark,Neutral,Sunday,32
Facebook,Image,List second visit nor.,2023-11-26 08:26:56,754,86,94,5421,1781,52.44,23,Male,Syrian Arab Republic,Negative,Sunday,22
Twitter,Link,Chance usually plan product visit visit to.,2023-11-26 08:16:25,931,243,26,1127,2169,55.33,22,Other,Brunei Darussalam,Positive,Sunday,43
LinkedIn,Link,Letter term city.,2023-11-26 08:12:38,455,247,53,2686,2110,35.78,35,Other,Central African Republic,Positive,Sunday,17
Facebook,Video,Coach various level throw.,2023-11-26 07:30:56,312,12,124,4463,998,44.89,37,Female,Chad,Neutral,Sunday,26
Twitter,Image,Quality control person shoulder.,2023-11-26 07:20:12,605,206,163,3550,4994,19.5,56,Female,Burundi,Neutral,Sunday,32
Facebook,Image,Sister he across.,2023-11-26 06:42:16,170,177,168,6271,1685,30.56,57,Male,Angola,Positive,Sunday,17
Instagram,Image,Think perhaps work build against.,2023-11-26 05:51:48,977,31,113,5508,4195,26.72,25,Male,Czech Republic,Positive,Sunday,33
Facebook,Link,Identify back view run whose.,2023-11-26 04:17:32,569,53,145,4526,4848,15.82,51,Female,Turkey,Negative,Sunday,29
Twitter,Video,Open receive out.,2023-11-26 03:51:54,413,313,144,2085,2686,32.39,32,Other,United States Virgin Islands,Negative,Sunday,17
LinkedIn,Link,Participant few past have manager there.,2023-11-26 03:44:58,248,491,111,6516,2716,31.3,37,Female,Luxembourg,Negative,Sunday,40
Twitter,Image,Away rest almost wait country.,2023-11-26 02:40:16,604,393,156,8606,3644,31.64,42,Female,Italy,Positive,Sunday,30
Twitter,Link,Record edge least recently ready environmental character.,2023-11-26 02:24:39,128,354,29,6133,3970,12.87,63,Other,Bouvet Island (Bouvetoya),Positive,Sunday,57
Instagram,Link,Be in thank direction.,2023-11-26 00:29:47,94,133,146,7405,4021,9.28,60,Male,North Macedonia,Negative,Sunday,22
Instagram,Image,Learn job theory light agreement person painting.,2023-11-25 23:41:41,706,244,23,5799,4727,20.58,40,Female,Western Sahara,Negative,Saturday,49
Instagram,Link,Test fear tree grow knowledge join.,2023-11-25 22:53:34,487,26,43,4952,3412,16.3,37,Other,Libyan Arab Jamahiriya,Positive,Saturday,35
Facebook,Link,Continue view job gun away common.,2023-11-25 21:49:28,339,218,65,3516,1432,43.44,44,Male,Saint Kitts and Nevis,Positive,Saturday,34
Twitter,Link,Here discover training reduce yard education really.,2023-11-25 20:03:49,433,485,198,6882,3720,30.0,42,Female,Barbados,Negative,Saturday,52
Instagram,Image,This draw bring including.,2023-11-25 17:35:28,402,93,96,6799,1133,52.16,53,Male,Grenada,Neutral,Saturday,26
Twitter,Image,Far should TV discussion.,2023-11-25 17:05:47,344,241,65,9434,2474,26.27,65,Other,Greece,Negative,Saturday,25
Twitter,Video,Federal student food role senior station.,2023-11-25 16:53:44,117,177,170,9863,707,65.63,35,Male,Tonga,Neutral,Saturday,41
Facebook,Video,Particularly food middle may brother responsibility strong.,2023-11-25 16:42:59,193,428,81,3059,3252,21.59,21,Female,Guinea,Negative,Saturday,59
Twitter,Image,Growth travel theory huge least dream camera.,2023-11-25 16:33:42,428,229,168,7908,1333,61.89,39,Other,New Zealand,Negative,Saturday,45
Twitter,Image,Vote entire share agent want media keep.,2023-11-25 16:26:19,251,353,134,2022,3608,20.45,64,Other,Solomon Islands,Negative,Saturday,40
Twitter,Video,Who step deep herself star identify.,2023-11-25 16:12:46,931,178,61,9158,2883,40.58,58,Female,Holy See (Vatican City State),Positive,Saturday,36
Instagram,Link,If air include.,2023-11-25 16:04:00,352,272,164,7712,2560,30.78,57,Female,Lao People's Democratic Republic,Negative,Saturday,15
Twitter,Video,Like eat reach.,2023-11-25 15:46:38,175,239,49,6023,1427,32.45,37,Male,Cuba,Neutral,Saturday,15
Instagram,Video,Risk scene scene.,2023-11-25 14:50:46,261,48,136,7640,1643,27.08,23,Female,Bosnia and Herzegovina,Neutral,Saturday,17
Facebook,Link,Degree ground maybe natural will lawyer grow.,2023-11-25 14:38:38,90,449,151,7565,3169,21.77,20,Female,Cote d'Ivoire,Neutral,Saturday,45
Instagram,Video,Production discuss feel major rise note.,2023-11-25 14:03:35,36,468,145,1635,3564,18.21,62,Other,Reunion,Negative,Saturday,40
Facebook,Link,Edge day peace health.,2023-11-25 11:53:50,617,71,7,4497,4850,14.33,38,Male,Fiji,Neutral,Saturday,22
LinkedIn,Image,Enjoy former top identify know threat society.,2023-11-25 11:24:19,105,126,33,4368,3292,8.02,40,Female,Senegal,Neutral,Saturday,46
Twitter,Video,Word director call language without page.,2023-11-25 09:56:20,650,221,125,2817,3566,27.93,31,Male,Tunisia,Negative,Saturday,41
Twitter,Video,Within threat relationship hear.,2023-11-25 08:00:37,119,394,87,8356,4647,12.91,58,Female,Sierra Leone,Positive,Saturday,32
Twitter,Video,Test accept close.,2023-11-25 07:20:53,274,51,200,7795,1819,28.86,38,Other,Cape Verde,Neutral,Saturday,18
Instagram,Video,Much chair situation surface yard letter.,2023-11-25 06:53:48,967,112,139,3795,3496,34.84,27,Other,Reunion,Positive,Saturday,41
LinkedIn,Video,Perform today lot under.,2023-11-25 06:40:37,103,354,185,2053,4605,13.94,38,Male,Guinea-Bissau,Neutral,Saturday,24
Twitter,Link,Common raise affect pressure radio fear.,2023-11-25 06:31:47,279,368,168,4393,2217,36.76,56,Male,Togo,Negative,Saturday,40
Twitter,Image,Paper use wear head pretty must hear culture.,2023-11-25 06:12:49,180,89,146,8331,1748,23.74,21,Female,Macao,Negative,Saturday,45
